公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,企业系统后端研发工程师,3-5年,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，职业大牛，晋升空间，团队氛围好，优厚薪资
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,大数据研发工程师,3-5年,本科,25k-35k,"零食,健身房,班车,食堂"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,闪购事业部-算法工程师,3-5年,硕士,30k-50k,技术大牛
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,安全开发工程师,3-5年,本科,15k-30k,薪酬福利好
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,资深大数据开发工程师,3-5年,本科,30k-60k,"大数据,spark,hive,hbase"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,高级测试开发工程师,3-5年,本科,25k-35k,"互联网金融,发展前景,专业团队,福利待遇"
深圳云安行科技有限公司,云安行,15-50人,A轮,朝阳区,java工程师,1-3年,本科,10k-20k,发展空间大 与大牛沟通机会
北京声智科技有限公司,声智科技,50-150人,A轮,海淀区,云服务研发工程师（NLP方向）,3-5年,本科,15k-30k,"五险一金,餐补交补,团建旅游,扁平化管理"
北京创智优品科技有限公司,Zenjoy,150-500人,不需要融资,东城区,【校招】游戏服务器端开发工程师,应届毕业生,本科,12k-20k,"大牛团队,弹性工作,包午晚餐,六险一金"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,大数据研发工程师,3-5年,本科,30k-50k,"七险一金,包三餐,年终奖,BAT大牛"
北京彩虹在线网络技术有限公司,支点,15-50人,天使轮,海淀区,高级服务器开发工程师,3-5年,本科,30k-60k,"五险一金,带薪年假,年底双薪,住房补贴"
北京易捷思达科技发展有限公司,EasyStack,150-500人,C轮,海淀区,测试开发工程师,1-3年,本科,15k-22k,C轮融资，发展前景好，老板Nice
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,测试开发工程师,3-5年,不限,20k-40k,"500强,大平台,福利好,牛人多"
沪江教育科技（上海）股份有限公司,沪江,500-2000人,D轮及以上,海淀区,资深自然语言处理研发工程师,3-5年,本科,30k-50k,"上市前夜,弹性办公,周末双休"
北京爱和健康科技有限公司,iHealth,150-500人,不需要融资,海淀区,高级后端开发工程师,3-5年,不限,13k-20k,五险一金
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,语音研发工程师-系统方向,3-5年,本科,20k-40k,弹性工作，免费三餐，租房补贴，带薪休假
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深大数据研发工程师(J180806009),5-10年,本科,25k-35k,丰厚年终奖
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,移动端测试开发工程师,5-10年,本科,25k-50k,技术挑战 优秀团队 技术氛围
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度云呼叫中心研发工程师,1年以下,本科,15k-30k,"大平台,高福利,机会多,发展空间大"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,测试开发工程师（服务端）,3-5年,本科,20k-30k,"互联网金融,发展前景,福利待遇,专业团队"
况客科技(北京)有限公司,况客科技,15-50人,A轮,朝阳区,前端、后端、技术支持类岗位,应届毕业生,本科,8k-15k,"福利好,五险一金,补充医疗,好吃好喝"
北京千橡网景科技发展有限公司,人人网,2000人以上,上市公司,朝阳区,高级Java研发工程师,5-10年,本科,15k-25k,上市公司 弹性工作制 六险一金
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,研发工程师（网络安全方向）,3-5年,本科,20k-40k,大平台
北京热云科技有限公司,热云数据,50-150人,B轮,朝阳区,建模工程师,1-3年,本科,15k-30k,"六险一金,带薪假期,各种补助,工作居住证"
蜂网供应链管理（上海）有限公司,蜂网,150-500人,不需要融资,昌平区,技术支持工程师,3-5年,本科,9k-18k,"五险一金,餐补,14薪"
北京八分量信息科技有限公司,八分量,15-50人,天使轮,海淀区,后端高级开发工程师,3-5年,本科,20k-40k,"狼性团队,期权激励,高福利"
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,语音识别研发工程师,1-3年,硕士,25k-50k,高管直招、顶尖NLU团队、发展潜力大
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,运维开发工程师(J10894),3-5年,本科,25k-40k,五险一金
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,数据库平台研发工程师,3-5年,本科,25k-40k,"七险一金,娱乐健身房,三餐免费,双休"
北京源清慧虹信息科技有限公司,源清慧虹,50-150人,B轮,海淀区,C++高级工程师,3-5年,本科,18k-32k,"五险一金,绩效奖金,二次医疗,健身房"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,服务端研发（高级）工程师-新业务,3-5年,本科,25k-50k,六险一金，高薪期权，弹性工作，免费三餐
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级测试开发工程师,5-10年,本科,25k-50k,"团队氛围好,技术氛围浓,平台业务"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级软件开发工程师（NODEJS）,3-5年,本科,20k-30k,"班车,健身房,技术大牛"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,AI云平台研发工程师,1-3年,本科,15k-30k,"BAT,福利多,氛围好"
北京瀚海星云科技有限公司,星云Clustar,15-50人,天使轮,朝阳区,高级软件工程师,3-5年,本科,20k-40k,"科研前线,工程师文化,全额福利,弹性考勤"
北京创智优品科技有限公司,Zenjoy,150-500人,不需要融资,东城区,游戏服务器端开发工程师,1-3年,本科,15k-25k,"五险一金,年底双薪,包午晚餐,出国旅行"
蜜柚网络科技（上海）有限公司,musical.ly,150-500人,不需要融资,海淀区,北京抖音/火山 - 基础架构高级/资深工程师,3-5年,本科,25k-50k,"高薪期权,租房补贴,职业大牛,晋升空间"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,算法工程师,3-5年,本科,30k-60k,"六险一金,技术大咖,带薪年假"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,资深运维开发工程师,3-5年,本科,25k-50k,"15薪,大平台,三餐免费,健身房"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,,高级数据仓库开发工程师,3-5年,本科,18k-36k,期权奖励 15-19个月薪资 行业独角兽
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,后端研发工程师,3-5年,本科,20k-40k,"六险一金,股票期权,免费三餐,带薪年假"
北京多拉科技有限公司,多拉智能,150-500人,B轮,朝阳区,全栈工程师,3-5年,本科,20k-40k,"重视技术,团队氛围好,快速成长,成长空间大"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,高级数据仓库开发工程师,3-5年,本科,20k-40k,平台好
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,BI开发工程师,5-10年,本科,20k-35k,"发展空间,薪酬福利,大平台"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,高德-离线架构资深研发工程师,3-5年,本科,30k-50k,平台高
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,资深后台研发工程师-商业平台,3-5年,本科,30k-60k,"弹性工作,免费三餐,租房补贴,过亿用户"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级测试开发工程师,5-10年,本科,25K-40K,工作时间弹性制，期权股票，新业务
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级后端研发工程师-Voyager,3-5年,硕士,20k-40k,弹性工作
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,算法工程师,3-5年,本科,30k-60k,"团队大牛,公司前景"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,大兴区,前端开发工程师,3-5年,本科,15k-30k,"五险一金,年底奖金,免费班车,餐补"
北京密境和风科技有限公司,花椒直播,150-500人,不需要融资,朝阳区,算法工程师,3-5年,本科,20k-35k,大牛带队 网红食堂 学习成长
京东金融,京东金融,2000人以上,上市公司,大兴区,算法工程师,3-5年,硕士,20k-40k,"班车,餐补"
北京国际度假区有限公司,Universal Beijing,2000人以上,不需要融资,通州区,软件工程师,5-10年,本科,20k-35k,发展空间
厦门美柚信息科技有限公司,美柚,500-2000人,D轮及以上,朝阳区,算法工程师,3-5年,本科,30k-60k,"发展空间大,团队氛围佳"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,PHP开发工程师,3-5年,本科,30k-60k,"15薪,13天年假,免费三餐,期权激励"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,2018秋季校园招聘-软件研发工程师,不限,本科,10k-20k,"期权,专业培训,国外旅游"
全时云商务服务股份有限公司,全时,500-2000人,D轮及以上,朝阳区,运维开发工程师,1-3年,本科,15k-20k,"地铁周边,弹性工作,发展空间大,团队氛围好"
北京音娱时光科技有限公司,音娱时光,50-150人,A轮,海淀区,前端开发工程师,1-3年,本科,15k-25k,"年底双薪,绩效奖金,五险一金,包两餐"
杏树林信息技术（北京）有限公司,杏树林,150-500人,C轮,东城区,Java高级开发工程师,5-10年,本科,25k-35k,"一日三餐,水果零食,私人医生,近地铁"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,JAVA高级工程师（产品/价格/房控）,5-10年,本科,20k-30k,"千万级流量,扁平化管理,技术分享,团队合作"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据开发工程师,3-5年,本科,25k-50k,六险一金，弹性工作，免费三餐，租房补贴
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,国际化大数据研发高级工程师/架构师,1-3年,本科,20k-40k,"环境好,核心程度高,平台好,待遇好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,云安全工程师,3-5年,本科,35k-50k,"弹性工作,大牛团队"
全时云商务服务股份有限公司,全时,500-2000人,D轮及以上,朝阳区,运维开发工程师,3-5年,本科,15k-20k,"地铁周边,发展空间大,团队氛围好"
竹间智能科技（上海）有限公司,竹间智能科技(上海)有限公司,150-500人,B轮,海淀区,NLP研发工程师,不限,硕士,25k-50k,"空间大,待遇好,牛人多,老板酷"
北京闪送科技有限公司,闪送,500-2000人,D轮及以上,海淀区,安全开发工程师,3-5年,本科,20k-35k,"福利优厚,发展空间,带薪年假,弹性工作时"
安一恒通（北京）科技有限公司,度小满金融,500-2000人,A轮,海淀区,运维研发工程师,1-3年,本科,15k-30k,弹性工作
深圳云安行科技有限公司,云安行,15-50人,A轮,朝阳区,高级Java工程师,1-3年,本科,10k-20k,发展空间大 与大牛沟通机会
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,前端工程师,1-3年,本科,8k-13k,"发展潜力,工作氛围好,薪资水平高"
北京田米科技有限公司,田米科技,2000人以上,D轮及以上,海淀区,C++研发工程师,3-5年,本科,25k-50k,"薪酬高,福利好,办公环境好"
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,运维开发工程师(J10995),3-5年,大专,30k-50k,五险一金
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,资深算法工程师,3-5年,本科,40k-60k,"平均15薪,餐补,六险一金"
北京金山软件有限公司,金山办公软件,2000人以上,上市公司,海淀区,测试开发工程师,3-5年,本科,15k-25k,"免费三餐,免费健身房,各种团建,六险一金"
北京凌云雀科技有限公司,灵雀云,150-500人,B轮,海淀区,后端开发工程师（Go）,3-5年,本科,15k-30k,"技术领先,团队顶级,项目靠谱,资金充足"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,云存储运维研发工程师,3-5年,本科,25k-40k,"免费三餐,下午茶"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,大数据开发工程师-无人车,3-5年,本科,25k-40k,"自动驾驶,行业大牛"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,开放平台高级开发工程师（PHP方向）,3-5年,本科,30k-50k,"免费晚餐,团队和谐"
北京金山软件有限公司,金山办公软件,2000人以上,上市公司,海淀区,数据挖掘开发工程师,不限,不限,15k-30k,"年终奖,免费食堂,健身房,自由环境"
北京地平线信息技术有限公司,地平线机器人,500-2000人,B轮,海淀区,数据平台开发-数据开发工程师,1-3年,本科,15k-30k,"弹性工作,技术大牛,福利多多"
悠易互通（北京）广告有限公司,悠易,150-500人,C轮,朝阳区,引擎开发工程师,应届毕业生,本科,8k-16k,"花样福利,畅饮咖啡,全员期权,海外年会"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,云计算（openstack）开发工程师,3-5年,本科,18k-36k,"大平台,超棒团队,超赞福利,五险一金"
同方知网（北京）技术有限公司,知网,2000人以上,上市公司,海淀区,高级软件工程师（C++）,1-3年,硕士,11k-16k,大平台发展、提供食宿、五险二金
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,海淀区,数据开发工程师(000825),3-5年,本科,15k-26k,"知识分享,技术驱动"
北京鲜柚科技有限公司,北京鲜柚科技有限公司,15-50人,A轮,朝阳区,高级服务端研发工程师,1-3年,本科,20k-40k,"创业气氛,弹性工作,六险一金,带薪年假"
阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,大数据开发工程师（金科）,3-5年,本科,10k-20k,"六险一金,节日福利,带薪年假"
网信集团有限公司,网信集团,2000人以上,不需要融资,朝阳区,金融数据平台研发工程师,3-5年,本科,20k-40k,"供应链金融,七险一金,股权激励,弹性工作"
五矿电子商务有限公司,五阿哥,150-500人,不需要融资,东城区,高级JAVA开发攻城狮-北京-00039,3-5年,大专,20k-40k,技术团队核心有阿里P7+组成， CTO P9！
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,后端开发工程师,1-3年,本科,18k-36k,弹性工时，一日三餐
北京合志可成科技有限公司,北京合志可成科技有限公司,150-500人,不需要融资,海淀区,golang工程师,3-5年,本科,20k-35k,团队优秀，技术深耕
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,推荐系统资深研发工程师,5-10年,本科,25k-38k,"福利待遇好,千万量级,发展空间大,一线公司"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,自然语言处理研发工程师,3-5年,本科,20k-40k,"团队氛围好,技术大牛多,福利好"
新华世纪电子商务有限公司,新华电商,50-150人,上市公司,大兴区,前端开发工程师,3-5年,本科,12k-20k,"六险一金,全年15薪,7小时工作,周末双休"
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,感知算法工程师,1-3年,本科,25k-50k,"深度学习,自动驾驶,人工智能"
芋头科技（杭州）有限公司,Rokid,150-500人,B轮,海淀区,信号处理高级工程师,3-5年,硕士,25k-50k,"博士云集,年底双薪,期权,补充医疗险"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,海淀区,资深前端开发工程师/前端负责人,3-5年,本科,30k-50k,"知名企业,14薪,五险一金,学霸集中营"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,数据研发工程师,3-5年,本科,25k-45k,"在线教育,美股上市"
哈弗汽车租赁有限公司,哈弗租赁,50-150人,不需要融资,丰台区,算法工程师,3-5年,本科,15k-25k,"五险一金,双休,弹性工作,14薪"
北京众享比特科技有限公司,众享比特,50-150人,B轮,朝阳区,Node.js研发工程师,3-5年,本科,20k-25k,"全额一金,补充医疗,员工体检,半年调薪"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,资深PHP工程师/架构师/技术经理,5-10年,本科,35k-50k,"六险二金,包三餐,期权激励,团队氛围好"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,高级Java工程师,3-5年,本科,25k-45k,"15薪,弹性上班,国际项目"
完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,上市公司,朝阳区,web前端工程师,不限,本科,20k-30k,"优秀团队,五险一金,公司食堂,每月饭补"
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,运维开发工程师,3-5年,本科,20k-40k,"扁平化,期权"
生命奇点（北京）科技有限公司,生命奇点,50-150人,A轮,海淀区,测试开发工程师,不限,本科,15k-25k,"发展空间大,项目前景好,团队氛围好,技术导向"
途家网网络技术（北京）有限公司,途家网,500-2000人,D轮及以上,朝阳区,算法工程师（北京）,3-5年,硕士,20k-40k,发展前景好
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,高级测试开发工程师-大数据平台方向,3-5年,本科,20k-30k,"互联网,发展前景,专业团队,福利待遇"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级Golang开发工程师,3-5年,本科,20k-40k,"竞争力薪酬,牛人多,发展快,福利好"
深圳市赢时胜信息技术股份有限公司,赢时胜软件,500-2000人,上市公司,朝阳区,持续构建技术研究员,5-10年,本科,20k-30k,"大平台,金融行业"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据测试开发工程师,5-10年,本科,35k-55k,"发展空间大,福利待遇优"
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,朝阳区,离线系统研发工程师-国内信息流,3-5年,本科,30k-60k,"技术氛围好,面试流程快,待遇特别好"
北京纯粹旅行有限公司,皇包车,150-500人,C轮,朝阳区,BI系统开发工程师,3-5年,本科,25k-50k,"六险一金,19薪"
北京东方车云信息技术有限公司,易到用车,500-2000人,D轮及以上,东城区,大数据开发工程师,3-5年,本科,15k-25k,福利年假
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,数据开发工程师-火车票事业部(J12645),3-5年,本科,20k-40k,"平台大,扁平化管理,定期TB,年度旅游"
小船出海教育科技（北京）有限公司,作业帮,2000人以上,C轮,海淀区,算法工程师(J11056),3-5年,本科,30k-50k,"平台好,福利好"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,算法工程师,3-5年,本科,30k-50k,"六险二金,包三餐,年终奖,BAT大牛"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,算法研发工程师,3-5年,本科,20k-40k,"优秀团队,发展机会多"
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,（云计算方向）高级java开发工程师,5-10年,本科,20k-30k,"平台好,氛围好,薪酬待遇好"
北京弘道智慧中医技术有限公司,弘道,50-150人,不需要融资,海淀区,中医药平台-算法工程师,1-3年,硕士,18k-36k,"五险一金,带薪年假,交通餐补,年终绩效"
阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,算法工程师,3-5年,本科,18k-36k,"背靠阳光,年终奖金多,晋升空间大,互联网团队"
京东金融,京东金融,2000人以上,上市公司,大兴区,算法工程师岗-语音合成方向,5-10年,硕士,20k-40k,"班车,餐补"
树根互联技术有限公司,树根互联技术有限公司,150-500人,A轮,海淀区,运维开发工程师,5-10年,本科,16k-25k,"空间大,福利多"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深数据研发工程师,不限,不限,20k-40k,"java,pytho,计算机"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据测试开发工程师,5-10年,本科,35k-55k,"发展空间大,福利待遇优"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,算法工程师,3-5年,本科,30k-50k,"六险二金,包三餐,年终奖,BAT大牛"
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,（云计算方向）高级java开发工程师,5-10年,本科,20k-30k,"平台好,氛围好,薪酬待遇好"
北京弘道智慧中医技术有限公司,弘道,50-150人,不需要融资,海淀区,中医药平台-算法工程师,1-3年,硕士,18k-36k,"五险一金,带薪年假,交通餐补,年终绩效"
北京纯粹旅行有限公司,皇包车,150-500人,C轮,朝阳区,BI系统开发工程师,3-5年,本科,25k-50k,"六险一金,19薪"
北京东方车云信息技术有限公司,易到用车,500-2000人,D轮及以上,东城区,大数据开发工程师,3-5年,本科,15k-25k,福利年假
阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,算法工程师,3-5年,本科,18k-36k,"背靠阳光,年终奖金多,晋升空间大,互联网团队"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,算法研发工程师,3-5年,本科,20k-40k,"优秀团队,发展机会多"
京东金融,京东金融,2000人以上,上市公司,大兴区,算法工程师岗-语音合成方向,5-10年,硕士,20k-40k,"班车,餐补"
树根互联技术有限公司,树根互联技术有限公司,150-500人,A轮,海淀区,运维开发工程师,5-10年,本科,16k-25k,"空间大,福利多"
北京品新传媒文化有限公司,36氪,150-500人,D轮及以上,朝阳区,算法工程师,3-5年,本科,25k-35k,"定期体检,带薪年假,发展空间大,五险一金"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,JAVA工程师（商品库/促销）,3-5年,本科,15k-25k,"千万级流量,扁平化管理,技术分享,团队合作"
锐波（北京）科技有限公司,波场TRON,150-500人,不需要融资,海淀区,测试开发工程师,3-5年,本科,20k-40k,"弹性工作,技术大牛,年终奖金,发展迅速"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,大兴区,算法工程师,3-5年,本科,20k-40k,"五险一金,班车"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,高级测试开发工程师,3-5年,本科,20k-40k,"六险一金,绩效奖金,三餐免费,打车报销"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,高级运维开发工程师,3-5年,本科,20k-30k,"核心业务,高薪酬福利,技术大牛"
途家网网络技术（北京）有限公司,途家网,500-2000人,D轮及以上,朝阳区,安全开发工程师,3-5年,本科,20k-40k,"六险一金,部门旅游,晋升空间,行业独角兽"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,前端开发负责人/前端技术专家,3-5年,本科,20k-40k,"技术框架,人工智能"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,后端服务器高级研发工程师,5-10年,本科,25k-40k,"一线公司,千万量级,高福利待遇,环境优美"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,基础技术测试部_开发测试工程师（CDN方向）,3-5年,本科,15k-30k,"大平台,氛围好"
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,服务端开发工程师,1-3年,本科,10k-20k,"团队氛围好,发展空间大,核心业务"
银客未来科技（北京）有限公司,INK 银客集团,500-2000人,C轮,海淀区,算法工程师,3-5年,不限,20k-30k,"七险一金,绩效奖金,弹性工作制,免费下午茶"
北京豆网科技有限公司,豆瓣网,150-500人,C轮,朝阳区,系统开发工程师(云平台),1-3年,本科,15k-25k,"六险一金,带薪年假,补充医疗"
深圳市优学链科技有限公司,优学链科技,15-50人,天使轮,昌平区,GO/Golang研发工程师,3-5年,本科,20k-40k,"区块链行业,核心团队,技术领先,待遇丰厚"
京东金融,京东金融,2000人以上,上市公司,大兴区,算法工程师,3-5年,硕士,25k-50k,"班车,餐补"
北京至信普林科技有限公司,普林科技,50-150人,A轮,海淀区,前端开发工程师,3-5年,本科,15k-25k,平台好，发展空间大
北京鲸航科技有限公司,鲸航科技,50-150人,天使轮,海淀区,后台工程师,1-3年,本科,20k-40k,"五险一金,员工福利,带薪年假,弹性工作"
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,开发高级工程师,3-5年,本科,23k-45k,"交通便利,五险一金,节日福利,奖励休假"
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,算法工程师,1-3年,本科,25k-50k,"人工智能,自动驾驶,风口行业"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,资深运维开发工程师,3-5年,本科,30k-60k,"15薪,13天年假,免费三餐,期权激励"
途家网网络技术（北京）有限公司,途家网,500-2000人,D轮及以上,朝阳区,前端工程师,3-5年,本科,15k-30k,发展前景好
北京陌上花科技有限公司,Yi+,50-150人,B轮,海淀区,资深算法工程师,3-5年,硕士,35k-70k,"股票期权,奖金丰厚,晋升空间,弹性工作"
北京稳稳融管理顾问有限公司,预见资本,15-50人,A轮,朝阳区,Web 前端开发工程师-小打卡,5-10年,本科,30k-50k,"大牛云集,顶级团队,扁平管理"
广州私盟信息科技有限公司,私盟科技,15-50人,A轮,海淀区,后端开发工程师（北京分公司）,3-5年,本科,15k-30k,北京分公司
深圳市优学链科技有限公司,优学链科技,15-50人,天使轮,昌平区,高级Java开发工程师,5-10年,本科,22k-30k,"区块链行业,精英团队,待遇丰厚,环境轻松"
北京盈泰财富云电子商务有限公司,盈泰财富云,500-2000人,A轮,东城区,测试开发工程师,3-5年,本科,14k-25k,"测试开发,互联网金融,流程规范,技术型团队"
天津益阳煜赢网络科技有限公司,云账户,150-500人,B轮,朝阳区,Golang工程师,不限,本科,20k-40k,"技术大牛,弹性工作,带薪年假,年终分红"
北京万游网络科技有限公司,Gamegou,15-50人,不需要融资,海淀区,急聘游戏开发工程师（高级）,3-5年,本科,15k-25k,"地铁周边,12天年假,五险一金,年度体检"
广州摩翼信息科技有限公司,翼课网,500-2000人,不需要融资,大兴区,运维开发工程师,1-3年,本科,15k-25k,"团队优秀,餐补水果,弹性办公,快速成长"
上海海知智能科技有限公司,海知智能,50-150人,A轮,海淀区,高级爬虫开发工程师,5-10年,本科,20k-40k,"人工智能,创新前沿,技术大牛,弹性工作"
随行付支付有限公司,随行付支付有限公司,500-2000人,上市公司,石景山区,容器云平台工程师,3-5年,本科,20k-40k,"六险一金,免费班车,发展前景好,技术大牛"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,大兴区,算法工程师,3-5年,本科,20k-40k,"五险一金,免费班车,餐补,大平台"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,算法工程师,3-5年,本科,25k-40k,福利待遇
北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,朝阳区,软件研发工程师（ID：WY）,1-3年,本科,10k-20k,"工作环境好,弹性管理,车补,办公环境好"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,GO开发工程师,1-3年,本科,25k-50k,"15薪,13天年假,免费三餐,逢假必过"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,算法工程师,3-5年,本科,15k-25k,京东
北京厚本科技有限公司,厚本金融,2000人以上,A轮,海淀区,c++开发工程师,3-5年,本科,20k-40k,薪资待遇高于平均水平
天津益阳煜赢网络科技有限公司,云账户,150-500人,B轮,朝阳区,高级Golang工程师,1-3年,本科,20k-40k,"五险一金,带薪年假,节日福利,美女如云"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,数据仓库研发工程师,3-5年,本科,15k-30k,"BAT,福利多,发展空间大,规范管理"
安一恒通（北京）科技有限公司,度小满金融,500-2000人,A轮,海淀区,分布式系统研发工程师,1-3年,本科,15k-30k,"平台好,技术大牛多"
杭州玳数科技有限公司,袋鼠云,150-500人,A轮,朝阳区,大数据开发工程师（北京）,3-5年,本科,15k-20k,"阿里系创业,云计算生态,数据智能,周末双休"
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,朝阳区,搜索系统研发工程师,3-5年,本科,25k-50k,阿里平台
北京果壳互动科技传媒有限公司,果壳网,150-500人,C轮,朝阳区,IOS开发工程师,1-3年,本科,13k-25k,"前沿技术,核心项目,免费三餐,七险一金"
