公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,算法工程师-zd,3-5年,本科,20k-40k,上市公司
北京毫米科技有限公司,homi,50-150人,A轮,朝阳区,控制算法工程师,3-5年,本科,15k-30k,"弹性工作制,地铁沿线,年底奖金,大咖云集"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,算法工程师,3-5年,本科,30k-50k,"年终多薪,团队氛围好,六险一金,发展空间大"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法工程师/专家-商超生鲜,3-5年,本科,25k-40k,技术大牛
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,算法工程师,1-3年,本科,18k-36k,"六险一金,弹性工作,免费下午茶,核心业务"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,算法工程师,3-5年,本科,20k-40k,"福利待遇好,平台广阔,团队氛围,办公环境优"
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,海淀区,AI算法工程师,1-3年,本科,20k-40k,"六险一金,水果零食,硅谷范办公,健身器材"
北京雪球信息科技有限公司,雪球,150-500人,D轮及以上,朝阳区,算法工程师,应届毕业生,本科,8k-15k,"金融科技,加速成长,年轻有活动,团队氛围好"
北京捷越联合信息咨询有限公司,北京捷越联合,2000人以上,不需要融资,东城区,算法工程师,3-5年,本科,18k-28k,"弹性打卡,节日福利,下午茶,年终奖"
北京启明合心科技有限公司,合心科技,50-150人,A轮,海淀区,算法实习生,应届毕业生,本科,6k-10k,"领导好,午晚餐"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,算法工程师,1-3年,本科,15k-25k,优秀团队;AI+金融;工场投资;成长空间大
北京汉能光伏投资有限公司,汉能集团,2000人以上,上市公司,朝阳区,算法工程师,3-5年,本科,25k-35k,"大公司,环境佳,团队强"
北京轻松筹网络科技有限公司,轻松筹,500-2000人,C轮,东城区,算法工程师-图像处理方向,1-3年,本科,15k-25k,"技术大咖,扁平管理,交通便利,绩效奖金"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,西城区,算法工程师,5-10年,本科,25k-35k,"五险一金,年度体检,年度旅游"
北京网梯科技发展有限公司,网梯科技,150-500人,未融资,海淀区,算法工程师,3-5年,硕士,18k-36k,团队年轻，有活力，福利待遇好
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,算法工程师,3-5年,本科,30k-50k,"年终多薪,团队氛围好,六险一金,发展空间大"
阿里巴巴（中国）有限公司,阿里妈妈,500-2000人,上市公司,朝阳区,算法专家,3-5年,本科,35K-70K,阿里妈妈核心模型质量评估，顶会文章
三角兽（北京）科技有限公司,三角兽科技,50-150人,A轮,朝阳区,{实习生} 自然语言处理与机器学习-算法和研究方向,应届毕业生,本科,5k-8k,"大牛聚集,最佳团队,深度学习,项目丰富"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法研究员/高级专家,5-10年,本科,40k-80k,"15.5薪,弹性工作,发展空间,核心团队"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,大数据--算法研究员,3-5年,本科,30k-60k,跟世界大牛一起做同事
北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,海淀区,算法工程师,不限,硕士,12k-24k,"发展潜力大,团队优秀,加班少"
艾普拉斯投资顾问（北京）有限公司,以太创服,150-500人,B轮,朝阳区,算法工程师,不限,本科,20k-30k,"团队背景强,发展空间大,成长快"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,算法工程师,1-3年,硕士,25k-50k,"带薪年假,绩效奖金,五险一金,发展空间大"
北京多知科技有限公司,考虫网,150-500人,D轮及以上,东城区,算法工程师,3-5年,本科,15k-30k,"在线教育,D轮,发展空间,热情 创新"
通联数据股份公司,通联数据,150-500人,不需要融资,海淀区,算法工程师-北京-00066,3-5年,硕士,25k-50k,人工智能
北京鼎阅广告传媒有限责任公司,鼎阅传媒,150-500人,不需要融资,海淀区,算法工程师,3-5年,本科,35k-40k,"季度奖金,扁平化管理,出国旅游,零食饮料"
北京麒麟合盛科技有限公司,APUS Group,150-500人,C轮,朝阳区,算法工程师,3-5年,本科,25k-50k,"五险一金,补充商业医,房补餐补,大牛云集"
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,算法工程师,3-5年,本科,25k-40k,上市公司，独角兽企业，核心部门，众多大牛
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,数据/算法工程师,1-3年,本科,30k-60k,"15薪,大平台,三餐免费,健身房"
北京善义善美科技有限公司,人人车,2000人以上,D轮及以上,朝阳区,算法工程师,3-5年,本科,25k-50k,发展空间
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,算法专家-网商银行-杭州/北京,3-5年,本科,30k-55k,"核心顶尖部,大牛云集,前沿科技学习晋升快"
北京大米未来科技有限公司,VIPKID,2000人以上,D轮及以上,东城区,算法工程师,1-3年,本科,20k-30k,六险一金
北京魔力耳朵科技有限公司,魔力耳朵,150-500人,A轮,朝阳区,算法工程师,3-5年,本科,30k-60k,"六险一金,绩效奖金,弹性工作"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法工程师,3-5年,硕士,20k-40k,大平台
跨越速运集团有限公司,跨越速运,2000人以上,不需要融资,朝阳区,算法工程师,3-5年,本科,25k-50k,大型企业！不需要融资！待遇优厚！
北京心知科技有限公司,心知科技,15-50人,A轮,朝阳区,气象算法工程师,3-5年,本科,20k-40k,"极客团队,产品驱动,股份期权,透明高效"
北京睿帆科技有限公司,睿帆科技,15-50人,A轮,朝阳区,大数据算法工程工程师,3-5年,本科,20k-40k,"餐补交补,交通便利,免费体检,扁平化管理"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,机器学习/算法工程师,3-5年,本科,30k-50k,"团队氛围好,业务前景好,大平台,福利优渥"
北京奇点机智信息技术有限公司,奇点机智,15-50人,A轮,海淀区,算法实习生,应届毕业生,本科,4k-6k,"年轻化,技术牛"
博才堂（北京）管理咨询有限公司,博才堂,50-150人,未融资,朝阳区,算法工程师,3-5年,本科,50k-100k,知名互联网公司福利待遇优厚弹性工作时间
北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,海淀区,算法工程师,不限,本科,15k-30k,"五险一金,周末双休,年度体检,满年涨薪"
中投亚联商业保理（深圳）有限公司,中投亚联,50-150人,不需要融资,东城区,算法工程师,5-10年,硕士,5k-8k,"算法,大牛"
北京蚂蚁云金融信息服务有限公司,蚂蚁金服,2000人以上,B轮,朝阳区,算法工程师,5-10年,本科,22k-35k,期权 十三薪 年终奖 不打卡 结果导向
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,算法开发工程师,1-3年,本科,20k-40k,"AI独角兽,工作氛围好"
华夏芯（北京）通用处理器技术有限公司,华夏芯,150-500人,B轮,海淀区,算法工程师,不限,硕士,12k-20k,人工智能
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,算法工程师,3-5年,本科,15k-30k,"六险一金,带薪年假"
北京鲸航科技有限公司,鲸航科技,50-150人,天使轮,海淀区,算法工程师,1-3年,本科,20k-35k,"期权池,分红,五险一金,带薪年假"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,算法工程师,3-5年,本科,20k-40k,"千万级流量,扁平化管理,技术分享,团队合作"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,闪购事业部-算法工程师,3-5年,硕士,30k-50k,技术大牛
北京京东世纪贸易有限公司,京东物流,2000人以上,上市公司,大兴区,算法工程师,5-10年,硕士,40k-80k,"五险一金,免费班车,发展空间大,氛围好"
浙江天猫技术有限公司,天猫,2000人以上,上市公司,朝阳区,资深数据挖掘/算法工程师-客户运营,1-3年,硕士,20k-40k,"无限空间,福利薪酬,大平台培养,氛围舒服"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,算法工程师,3-5年,本科,20k-40k,"竞争力薪酬,高福利,发展快,平台大"
北京轻松筹网络科技有限公司,轻松筹,500-2000人,C轮,东城区,算法工程师-NLP方向,3-5年,本科,20k-35k,"技术大咖,扁平管理,交通便利,绩效奖金"
北京金风慧能技术有限公司,金风科技,2000人以上,上市公司,大兴区,算法工程师,3-5年,硕士,12K-20K,全球最具创新能力企业50强平台
北京数介科技有限公司,北京数介科技有限公司,50-150人,A轮,西城区,高级数据挖掘/算法工程师,5-10年,硕士,25k-50k,上升空间大
新纶科技（常州）有限公司,新纶科技,2000人以上,上市公司,海淀区,算法工程师,3-5年,本科,25k-45k,"技术牛,公司背景好,团队大,福利多"
北京中科寒武纪科技有限公司,寒武纪科技,50-150人,A轮,海淀区,算法工程师 (MJ000273),3-5年,本科,35k-50k,"弹性工作,扁平管理,领导好,六险一金"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,算法工程师-新业务,1年以下,本科,20k-40k,"牛人云集,福利待遇优,公司前景好,氛围愉快"
北京新浪阅读信息技术有限公司,新浪阅读,150-500人,未融资,海淀区,算法工程师,3-5年,本科,20k-35k,"弹性工作,发展空间,补充医疗"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,海淀区,数据挖掘/算法专家-P7-安全智能-蚂蚁金服,3-5年,本科,25k-50k,"顶尖团队,精英云集,成长空间大,前沿技术"
北京稳稳融管理顾问有限公司,预见资本,15-50人,A轮,海淀区,算法工程师,1-3年,硕士,20k-40k,"大牛云集,短视频,风口,地铁周边"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,算法实习生,应届毕业生,硕士,4k-8k,"转正机会,餐补"
北京国承万通信息科技有限公司,国承万通,50-150人,B轮,朝阳区,算法工程师,不限,硕士,15k-30k,"五险一金,带薪年假,顶尖团队,超快成长"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法研究员/高级专家,3-5年,本科,30k-60k,"核心团队,战略业务,发展空间,弹性工作"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,算法专家-P7-口碑-北京,3-5年,本科,25k-50k,"顶尖的算法,大牛云集学习成长快,独立上市"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,算法工程师,1-3年,本科,15k-30k,"发展空间大,福利多,大牛多,带薪年假"
北京水滴成海科技有限公司,北京水滴成海科技有限公司,少于15人,天使轮,朝阳区,算法工程师,1-3年,本科,20k-40k,"股票期权,五险一金,扁平管理,晋升空间"
北京修齐治平科技有限公司,爱云校,500-2000人,C轮,朝阳区,算法工程师,3-5年,本科,20k-40k,"带薪年假,免费晚饭,五险一金,饭补"
小船出海教育科技（北京）有限公司,作业帮,2000人以上,C轮,海淀区,数据挖掘/算法工程师,1-3年,本科,20K-40K,七险一金、免费三餐、住房补贴、年终奖
北京小川在线网络技术有限公司,最右,150-500人,B轮,海淀区,算法工程师-用户增长,3-5年,本科,25k-50k,"成长空间大,高薪高股,大牛云集,提供三餐"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,算法工程师,1-3年,本科,15k-30k,靠谱创业团队+初始成员+期权+高成长空间
香格里拉饭店管理（上海）有限公司北京分公司,香格里拉饭店管理（上海）有限公司北京分公司,2000人以上,上市公司,朝阳区,算法工程师,3-5年,本科,20k-40k,"技术牛人,环境宽松,待遇优厚"
北京哥大诺博教育科技股份有限公司,哥大诺博,500-2000人,上市公司,海淀区,软件算法工程师,3-5年,本科,20k-40k,"教育+科技,学龄前,脑认知"
艾普拉斯投资顾问（北京）有限公司,以太创服,150-500人,B轮,朝阳区,算法工程师--中级,1-3年,本科,20k-40k,"团队背景强,发展空间大,团队氛围佳"
深圳前海川谷信息技术有限公司,川谷金融科技,15-50人,天使轮,朝阳区,算法工程师,3-5年,硕士,15k-30k,"五险一金,带薪年假,绩效奖金"
微软移动联新互联网服务有限公司,MMAIS,50-150人,不需要融资,海淀区,算法工程师,1-3年,硕士,10k-20k,"五险一金,补充商业险,弹性工作"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,高级/资深算法工程师,5-10年,本科,30k-60k,"技术挑战,大数据,高成长,发展空间"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,用户数据挖掘工程师/算法工程师,1-3年,本科,14k-24k,七险一金，年14薪，竞争力薪资，免费班车。
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法工程师,3-5年,本科,25k-45k,"超值期权,丰厚福利,大牛团队,上升空间"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,算法工程师,1-3年,本科,15k-30k,BAT
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,感知算法工程师,1-3年,本科,25k-50k,"深度学习,自动驾驶,人工智能"
精硕科技（北京）股份有限公司,AdMaster,500-2000人,不需要融资,海淀区,算法工程师,1-3年,硕士,15k-25k,"平台稳定,福利多多,氛围轻松,爱心假日"
北京小鸟看看科技有限公司,Pico VR （小鸟看看）,150-500人,不需要融资,海淀区,算法工程师,应届毕业生,硕士,10k-20k,"人工智能,虚拟现实,薪资优渥,大牛指导"
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,海淀区,算法工程师,不限,不限,25k-50k,发展空间大
北京东方视角影视文化传媒有限公司,酷听网,150-500人,不需要融资,东城区,算法工程师,3-5年,本科,45k-55k,物流新零售，oto
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,算法工程师(J11044),3-5年,本科,25k-50k,机会多多
北京艾漫数据科技股份有限公司,艾漫数据,50-150人,上市公司,朝阳区,算法实习生,不限,硕士,4k-8k,"互联网,清华实验室,博士导师"
北京悦琦创通科技有限公司,悦琦医疗,150-500人,不需要融资,大兴区,算法工程师,不限,本科,15k-30k,"健康医疗,氛围轻松"
